F2O7_S29_L004,F2R23_S11_L004,F1O10_S21_L004,F2R33_S16_L004,F1O8_S19_L004,F2O15_S33_L004,F1O9_S20_L004,F2R24_S12_L004,F1R11_S9_L004,F1O11_S22_L004,F2R26_S13_L004,F2R35_S17_L004,F2O1_S26_L004,F204_S27_L004,F1R5_S6_L004,F2O9_S30_L004,F2R22_S10_L004,F1O12_S23_L004,F2O14_S32_L004,F1R3_S4_L004,F1R9_S8_L004,F1O13_S24_L004,F1O14_S25_L004,F1R1_S3_L004,F2O12_S31_L004,F2R30_S15_L004,F2R28_S14_L004,F1O3_S18_L004,F1R7_S7_L004,F2O5_S28_L004,F1R4_S5_L004
CARD|phgb|D78168|1591-3130|ARO:3000254|emrY|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRY,2734.0,1876.0,1664.0,2877.0,1326.0,2819.0,642.0,2899.0,2904.0,117.0,3007.0,2957.0,2730.0,2344.0,2757.0,410.0,2919.0,2988.0,2482.0,2774.0,551.0,1807.0,546.0,2955.0,2660.0,2708.0,2980.0,1779.0,466.0,135.0,61.0
CARD|phgb|HQ529916|110-971|ARO:3001045|TEM-183|betalactams|Class_A_betalactamases|TEM,91.0,243.0,0,102.0,0,144.0,0,183.0,85.0,0,51.0,155.0,73.0,0,49.0,0,173.0,0,277.0,84.0,0,0,0,92.0,33.0,53.0,0,0,0,0,0
Tet|tetM_4_X75073|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1144.0,354.0,357.0,0,761.0,537.0,317.0,33.0,3084.0,271.0,300.0,28.0,824.0,1351.0,378.0,346.0,0,141.0,1132.0,680.0,93.0,344.0,1089.0,2729.0,501.0,723.0,110.0,472.0,542.0,0,1843.0
Bla|SHV-55|HQ877613|1-715|715|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538|unknown_id|unknown_name|Phenicol|Phenicol_efflux_pumps|FLOR,1917.0,1853.0,1912.0,2117.0,1869.0,2134.0,1684.0,1972.0,2036.0,1918.0,2141.0,2136.0,1909.0,1961.0,1923.0,1422.0,1984.0,2037.0,2231.0,1980.0,114.0,2132.0,1989.0,2206.0,1462.0,2072.0,2100.0,1635.0,2383.0,492.0,2320.0
CARD|phgb|AB204810|186-1533|ARO:3000753|abeM|Multi-drug_resistance|Multi-drug_efflux_pumps|ABEM,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,31.0,0,0,71.0,28.0,0,0,29.0,16.0,0,0,0
1850|AF156486.1|AF156486|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,68.0,799.0,389.0,1009.0,55.0,527.0,872.0,1312.0,43.0,270.0,599.0,56.0,585.0,1256.0,0,870.0,686.0,89.0,1278.0,252.0,969.0,114.0,1247.0,683.0,820.0,201.0,242.0,288.0,0,151.0
Tet|tetH_2_AJ245947|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH,1122.0,0,1940.0,0,1482.0,923.0,323.0,115.0,312.0,1594.0,28.0,0,835.0,1415.0,0,19.0,126.0,0,1763.0,162.0,59.0,1128.0,1723.0,434.0,146.0,116.0,45.0,735.0,2183.0,0,2203.0
gi|323709076|gb|HQ833652.1|betalactams|Class_A_betalactamases|CTX,363.0,80.0,0,1038.0,0,334.0,0,86.0,0,0,293.0,1041.0,358.0,35.0,0,0,82.0,0,134.0,0,0,0,0,0,360.0,879.0,318.0,0,0,0,0
gi|819332664|gb|KP281294.1|betalactams|Class_C_betalactamases|CMY,517.0,0,0,34.0,0,99.0,0,268.0,43.0,0,26.0,89.0,336.0,0,0,0,268.0,218.0,173.0,104.0,0,0,0,331.0,0,0,0,0,0,0,0
Bla|AF336095.1|gene1|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0,0,0,0,0,0,0,277.0,0,0,0,0,0,0,0,0,284.0,138.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|TEM-208_1_KC865667|betalactams|Class_A_betalactamases|TEM,607.0,174.0,82.0,530.0,105.0,186.0,0,393.0,563.0,0,359.0,733.0,391.0,20.0,311.0,0,361.0,99.0,345.0,511.0,0,19.0,0,559.0,241.0,292.0,139.0,0,0,0,0
CARD|phgb|AF190692|208-1069|ARO:3000946|TEM-79|betalactams|Class_A_betalactamases|TEM,402.0,145.0,0,343.0,0,80.0,0,312.0,386.0,0,206.0,490.0,290.0,0,201.0,0,271.0,0,145.0,331.0,0,0,0,375.0,147.0,199.0,122.0,0,0,0,0
gi|1045658|gb|U37195.1|ECU37195|betalactams|Class_A_betalactamases|TEM,538.0,109.0,114.0,421.0,73.0,141.0,0,390.0,462.0,0,327.0,642.0,364.0,0,305.0,0,379.0,127.0,262.0,444.0,0,9.0,0,477.0,213.0,210.0,176.0,19.0,0,0,0
Bla|CTX-M-1_4_AJ416342|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,187.0,0,0,0,0,0,0,0,0,206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|CTX-M-79|GU125702|1-876|876|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,38.0,0,0,0,38.0,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|SHV-11_4_EF035558|betalactams|Class_A_betalactamases|SHV,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flq|norA|D90119|478-1644|1167|Fluoroquinolones|Quinolone_active_efflux|NORA,0,0,200.0,0,152.0,0,328.0,0,0,189.0,0,0,0,0,0,0,0,200.0,0,0,0,186.0,404.0,0,0,0,0,255.0,0,0,0
Bla|TEM-156|AM115459|209-1069|861|betalactams|Class_A_betalactamases|TEM,237.0,213.0,0,198.0,51.0,107.0,0,231.0,207.0,0,136.0,274.0,133.0,0,112.0,0,188.0,25.0,198.0,200.0,0,0,0,219.0,85.0,118.0,67.0,0,18.0,0,0
Tmt|U43152.1|gene1|Trimethoprim|Dihydrofolate_reductase|DFRD,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,702.0
Bla|AF091113.2|gene1|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,59.0,0,0,60.0,0,0,0,0,0,0,67.0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|TEM-1C_5_FJ560503|betalactams|Class_A_betalactamases|TEM,449.0,250.0,71.0,358.0,79.0,447.0,17.0,373.0,412.0,0,280.0,561.0,312.0,0,223.0,0,314.0,74.0,765.0,453.0,14.0,0,0,427.0,180.0,197.0,126.0,0,0,0,0
Bla|TEM-52C_2_EF141186|betalactams|Class_A_betalactamases|TEM,38.0,29.0,0,41.0,0,110.0,0,0,0,0,0,81.0,0,0,0,0,41.0,0,174.0,42.0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|AF174129|6335-7211|ARO:3001872|CTX-M-9|betalactams|Class_A_betalactamases|CTX,78.0,0,0,369.0,0,93.0,0,0,0,0,87.0,346.0,101.0,0,0,0,0,0,36.0,0,0,0,0,0,107.0,281.0,82.0,0,0,0,0
Gly|VanR-Pt|DQ018711|1-696|696|Glycopeptides|VanA-type_regulator|VANRA,0,0,0,0,8.0,0,16.0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0
Bla|CTX-M-117|JN227085|1-876|876|betalactams|Class_A_betalactamases|CTX,0,0,0,20.0,0,0,0,51.0,0,0,0,68.0,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|pvgb|U00096|4277468-4277933|ARO:3003381|Escherichia|Multi-drug_resistance|MDR_regulator|SOXS|RequiresSNPConfirmation,808.0,693.0,695.0,828.0,713.0,842.0,545.0,828.0,837.0,179.0,872.0,842.0,820.0,741.0,825.0,425.0,826.0,843.0,811.0,839.0,303.0,773.0,355.0,860.0,806.0,799.0,857.0,694.0,281.0,182.0,40.0
gi|93277247|gb|DQ463751.1|betalactams|Class_C_betalactamases|CMY,1279.0,24.0,0,209.0,0,509.0,0,926.0,179.0,0,251.0,398.0,1022.0,0,0,0,856.0,797.0,782.0,557.0,0,0,0,1013.0,0,32.0,160.0,0,0,0,0
1656|AY920928.1|AY920928|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,36.0,18.0,55.0,0,0,0,0,20.0,0,30.0,0,287.0,0,121.0,0,0,0,0,21.0,5.0,13.0,0,0,0,0,30.0,0,0,33.0
Flq|NC_002758.1121330|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,58.0,0,67.0,0,113.0,0,0,55.0,0,0,0,0,0,0,0,49.0,0,0,0,0,120.0,0,0,0,0,78.0,0,0,0
gi|401871154|gb|JX121115.1|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,57.0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gi|46452173|gb|AY528718.1|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGly|GU060319.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,199.0,918.0,223.0,76.0,929.0,199.0,50.0,41.0,476.0,919.0,168.0,0,0,0,188.0,610.0,159.0,0,0,32.0,776.0,366.0,254.0,61.0,415.0,268.0,1159.0,47.0,1157.0
Flq|NC_002163.1.905319|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,656.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0,0,0,0,0,0
MLS|mphC_1_AB013298|MLS|Macrolide_phosphotransferases|MPHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0
Flq|KF730651.1|gene1|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,65.0,0,126.0,0,0,0,327.0,0,0,0,110.0,0,0,0,0,377.0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0
gi|160948432|emb|AM176546.2|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,117.0,0,0,0,0,0,0,0,0,182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|AL513383|161910-162771|ARO:3000873|TEM-1|betalactams|Class_A_betalactamases|TEM,477.0,246.0,63.0,421.0,100.0,452.0,21.0,370.0,448.0,0,278.0,633.0,302.0,14.0,257.0,0,375.0,84.0,755.0,441.0,20.0,18.0,0,469.0,192.0,218.0,150.0,0,0,0,0
Flq|NC_007795.3919179|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,0,0
CARD|phgb|AP009048|4337959-4338628|ARO:3003582|PmrA|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|pmrA,28.0,0,0,10.0,0,7.0,0,27.0,11.0,0,62.0,35.0,0,0,238.0,0,35.0,0,8.0,56.0,0,0,0,71.0,11.0,0,19.0,10.0,0,0,0
Bla|CTX-M-129|JX017364|239-1114|876|betalactams|Class_A_betalactamases|CTX,0,0,0,740.0,0,232.0,0,0,0,0,212.0,712.0,241.0,0,0,0,0,0,0,0,0,0,0,0,0,595.0,194.0,0,0,0,0
Tmt|DfrA5|X12868|1306-1779|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,378.0,0,111.0,0,0,0,583.0,191.0,0,88.0,183.0,0,0,0,0,600.0,0,0,23.0,0,16.0,0,285.0,0,0,49.0,0,0,0,0
AGly|aadA2_2_JQ363967|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,39.0,84.0,1210.0,714.0,1177.0,115.0,775.0,1315.0,1410.0,63.0,454.0,995.0,111.0,970.0,1345.0,21.0,1286.0,1040.0,226.0,1326.0,480.0,1309.0,205.0,1337.0,1137.0,1259.0,347.0,279.0,285.0,0,307.0
946|DQ464881.1|DQ464881|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,1270.0,823.0,1041.0,887.0,1140.0,233.0,634.0,1333.0,1330.0,241.0,579.0,791.0,1216.0,537.0,835.0,213.0,1316.0,727.0,541.0,878.0,15.0,671.0,729.0,1095.0,856.0,1215.0,577.0,727.0,1075.0,104.0,1039.0
Bla|CTX-M-83|FJ214366|1-876|876|betalactams|Class_A_betalactamases|CTX,300.0,75.0,0,928.0,0,317.0,0,0,0,0,273.0,849.0,341.0,22.0,0,0,59.0,0,110.0,0,0,0,0,0,322.0,774.0,271.0,0,0,0,0
Bla|TEM-183|HQ529916|111-971|861|betalactams|Class_A_betalactamases|TEM,97.0,237.0,0,92.0,16.0,167.0,0,209.0,76.0,0,56.0,154.0,56.0,0,41.0,0,184.0,14.0,302.0,88.0,0,0,0,104.0,37.0,58.0,30.0,0,73.0,0,0
1080|AF294653.1|AF294653|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,19.0,0,767.0,360.0,791.0,36.0,441.0,894.0,1120.0,29.0,231.0,544.0,71.0,535.0,957.0,0,872.0,637.0,102.0,970.0,236.0,886.0,94.0,944.0,710.0,857.0,167.0,178.0,217.0,0,158.0
Fos|fosA_5_NZ_AEXB01000013|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0
736|JX560992.1|JX560992|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0
CARD|phgb|CP000034|2662758-2663289|ARO:3000516|emrR|Multi-drug_resistance|MDR_regulator|EMRR,949.0,814.0,754.0,962.0,756.0,948.0,444.0,958.0,965.0,118.0,976.0,965.0,953.0,831.0,949.0,365.0,962.0,957.0,917.0,956.0,304.0,866.0,303.0,959.0,936.0,937.0,968.0,757.0,235.0,90.0,41.0
Tet|Tet-40|AM419751|14211-15431|1221|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,49.0,695.0,1631.0,69.0,1347.0,1099.0,2082.0,953.0,749.0,1709.0,1161.0,101.0,358.0,616.0,662.0,1668.0,864.0,1251.0,1470.0,1046.0,324.0,814.0,1877.0,284.0,0,393.0,1125.0,1816.0,50.0,0,171.0
Tet|tetW_5_AJ427421|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,940.0,3423.0,3491.0,3038.0,3311.0,3499.0,3592.0,2795.0,3395.0,3510.0,3373.0,2951.0,3378.0,3181.0,3061.0,3346.0,2689.0,3327.0,3550.0,3342.0,2173.0,3136.0,3561.0,3153.0,3198.0,2505.0,3351.0,3527.0,986.0,2206.0,2605.0
554|FN806789.1|FN806789|MLS|23S_rRNA_methyltransferases|ERMB,10.0,69.0,727.0,21.0,350.0,0,858.0,0,531.0,510.0,95.0,43.0,0,288.0,136.0,0,0,76.0,274.0,801.0,343.0,187.0,612.0,447.0,25.0,36.0,33.0,501.0,142.0,8.0,590.0
CARD|phgb|U00096|2098446-2099613|ARO:3003577|PmrE|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRC,0,0,0,47.0,0,0,0,0,0,0,111.0,84.0,0,0,254.0,0,28.0,0,0,41.0,0,0,0,43.0,13.0,0,0,0,0,0,0
Flq|QnrB10_8_HM439644|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,65.0,0,0,0,35.0,0,0,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|NC_010400|1365938-1369118|ARO:3000778|adeG|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEG,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,59.0,0,0,85.0,0,0,0,61.0,0,0,0,0
CARD|phgb|U00096|2158385-2161463|ARO:3000794|mdtC|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTC,5956.0,5154.0,5403.0,6076.0,5655.0,5968.0,4791.0,6068.0,6065.0,1254.0,6093.0,6082.0,5992.0,5442.0,6010.0,2407.0,6074.0,6084.0,5893.0,6012.0,1698.0,5939.0,2423.0,6081.0,5973.0,6029.0,6092.0,5421.0,1598.0,954.0,215.0
CARD|phgb|AJ584700|33-582|ARO:3002589|AAC6-PRIME-Iid|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878.0
Flq|QnrB62_1_JX987101|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phe|D16171.1|gene1|pp-cat|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flq|AE016830.1|gene1598|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,76.0,738.0,0,0,0,0,0,0,0,96.0,0,0,148.0,0,0,0,0,0,49.0,0,0,58.0,0,2238.0
Fos|Fcyn|FosB|AHLO01000073|63139-63558|417|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0,0,27.0,0,19.0,0,30.0,0,0,19.0,0,0,0,0,0,0,0,14.0,0,0,0,28.0,47.0,0,0,0,0,26.0,0,0,0
Bla|SHV-78|FJ685658|1-861|861|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gi|160948448|emb|AM176552.2|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457|AF310956.2|AF310956|Glycopeptides|VanB-type_resistance_protein|VANB,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmt|dfrA1_5_AJ238350|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,36.0,72.0,61.0,78.0,0,60.0,23.0,9.0,59.0,88.0,41.0,0,13.0,0,61.0,519.0,178.0,0,0,0,0,373.0,65.0,0,35.0,16.0,525.0,9.0,540.0
CARD|phgb|AB091338|173-1355|ARO:3003551|emeA|Multi-drug_resistance|Multi-drug_efflux_pumps|EMEA,0,0,0,0,0,0,0,32.0,379.0,0,0,0,0,0,0,0,34.0,0,0,98.0,0,0,0,0,0,0,0,0,20.0,0,1002.0
671|AY587956.1|AY587956|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,0,0,0,44.0,0,0,0,0,0
Mdr|NC_010611.6236744|Multi-drug_resistance|MDR_regulator|MEXT,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,8.0,0,0,0,0,15.0,0,0,0,20.0,0,0,0,0,0,0,0
CARD|phgb|NC_002516|4705955-4706402|ARO:3000806|mexG|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0
Bla|TEM-189|JN254627|1-861|861|betalactams|Class_A_betalactamases|TEM,112.0,155.0,0,87.0,0,168.0,0,138.0,0,0,49.0,132.0,0,0,0,0,112.0,0,286.0,101.0,0,0,0,102.0,0,71.0,0,0,0,0,0
AGly|strA_4_NC_003384|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1540.0,1456.0,1532.0,1550.0,1488.0,1180.0,1528.0,1550.0,1549.0,995.0,1528.0,1549.0,1541.0,1493.0,1537.0,1162.0,1549.0,1547.0,1471.0,1542.0,123.0,1534.0,1449.0,1546.0,1471.0,1521.0,1521.0,1171.0,836.0,616.0,1426.0
gi|21464495|gb|AY101764.1|betalactams|Class_A_betalactamases|TEM,333.0,62.0,0,289.0,0,91.0,0,268.0,304.0,0,235.0,411.0,257.0,0,223.0,0,257.0,78.0,159.0,280.0,0,0,0,316.0,177.0,130.0,109.0,0,0,0,0
CARD|phgb|NC_009641|1461588-1462248|ARO:3000838|arlR|Multi-drug_resistance|MDR_regulator|ARLS,0,0,35.0,0,20.0,0,48.0,0,0,35.0,0,0,0,0,0,0,0,19.0,0,0,0,32.0,63.0,0,0,0,0,27.0,0,0,0
1500|AY339625.2|AY339625|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,34.0,64.0,66.0,93.0,0,0,0,0,0,81.0,0,0,33.0,0,0,594.0,223.0,9.0,0,0,0,448.0,0,0,0,0,426.0,0,407.0
CARD|phgb|NC_010400|1369124-1370342|ARO:3000777|adeF|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,17.0,20.0,0,0,0,0,0,0,0
CARD|phgb|AM180066|788-1688|ARO:3000319|mphC|MLS|Macrolide_phosphotransferases|MPHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.0
AGly|AY339625.2|gene5|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,785.0,337.0,1221.0,541.0,1011.0,388.0,1058.0,627.0,921.0,123.0,449.0,613.0,645.0,1274.0,537.0,956.0,609.0,596.0,955.0,654.0,188.0,1279.0,1386.0,1030.0,572.0,190.0,298.0,1021.0,74.0,40.0,1246.0
Tet|tetX_3_AB097942|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,1362.0,0,0,58.0,0,0,0,0,0,39.0,0,0,0,0,132.0,0,2102.0
Flq|QnrB6_3_EF523819|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|pvgb|CP003583|914819-915452|ARO:3003078|Enterococcus|Lipopeptides|Daptomycin-resistant_liaFSR|LIAFSR|RequiresSNPConfirmation,0,0,5.0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,23.0,0,0,0
Bla|TEM-59|AF062386|31-862|832|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0
1520|AF174129.3|AF174129|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.0,0,11.0
gi|337729566|gb|JF966749.1|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|OXA-114_1_HM368376|betalactams|Class_D_betalactamases|OXA,18.0,0,97.0,0,60.0,30.0,168.0,0,0,87.0,0,0,26.0,0,0,0,0,74.0,0,0,0,72.0,109.0,0,0,0,0,73.0,0,0,0
ACou|NC_009725.1.5460263|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,20.0,36.0,0,0,0,0,0,0,0,0
Tet|tetH_3_Y15510|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH,1249.0,0,2134.0,16.0,1656.0,1100.0,378.0,132.0,306.0,1789.0,52.0,0,957.0,1554.0,0,39.0,118.0,0,1951.0,182.0,55.0,1246.0,1905.0,512.0,187.0,111.0,56.0,837.0,2324.0,0,2322.0
Bla|mecA_7_BA000018|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,59.0,0,65.0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0,56.0,0,0,0
gi|194022466|gb|EU815939.1|betalactams|Class_A_betalactamases|TEM,768.0,184.0,113.0,639.0,127.0,204.0,37.0,521.0,717.0,0,468.0,897.0,501.0,0,440.0,0,567.0,145.0,428.0,657.0,0,0,0,720.0,300.0,344.0,208.0,0,0,24.0,0
Bla|TEM-10_1_AF093512|betalactams|Class_A_betalactamases|TEM,292.0,55.0,56.0,232.0,31.0,66.0,0,179.0,290.0,0,203.0,402.0,190.0,0,136.0,0,189.0,0,129.0,241.0,0,0,0,295.0,98.0,131.0,86.0,0,0,0,0
gi|694179373|gb|KM233164.1|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|CMY-30|EF685372|1-1143|1143|betalactams|Class_C_betalactamases|CMY,729.0,0,0,49.0,0,134.0,0,399.0,47.0,0,58.0,122.0,480.0,0,0,0,367.0,350.0,293.0,176.0,0,0,0,467.0,0,0,32.0,0,0,0,0
Bla|TEM-45_1_X95401|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|NC_002745.1122813|betalactams|Penicillin_binding_protein|MECA,0,0,48.0,0,53.0,0,104.0,0,0,32.0,0,0,0,0,0,0,0,74.0,0,0,0,64.0,166.0,0,0,0,0,80.0,0,0,0
gi|12484390|gb|AF252623.2|betalactams|Class_A_betalactamases|CTX,184.0,43.0,0,590.0,0,175.0,0,0,0,0,140.0,474.0,166.0,0,0,0,0,0,0,0,0,0,0,0,154.0,462.0,146.0,0,0,0,0
CARD|phgb|JX042489|141-1002|ARO:3000890|TEM-19|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0
MLS|M62487.1|gene1|MLS|23S_rRNA_methyltransferases|ERMF,0,0,773.0,0,237.0,160.0,688.0,0,18.0,279.0,0,0,0,322.0,302.0,0,0,0,340.0,0,0,143.0,1107.0,0,0,0,0,604.0,0,0,0
CARD|pvgb|AP009048|3760295-3762710|ARO:3003303|Escherichia|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,91.0,0,0,99.0,0,54.0,0,137.0,53.0,0,287.0,291.0,0,0,1018.0,0,157.0,0,0,260.0,0,0,0,237.0,58.0,53.0,80.0,0,0,0,0
Bla|TEM-129|AY452662|184-1044|861|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
